taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary
Acacia oxycedrus,TRUE,TRUE,NA,NA,5--20,2.635659,NA
Acacia pachyacra,TRUE,NA,NA,NA,NA,NA,NA
Acacia paradoxa,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia paraneura,FALSE,FALSE,NA,NA,6--10,NA,NA
Acacia parramattensis,FALSE,TRUE,NA,NA,5--20,5,NA
Acacia parvipinnula,FALSE,NA,NA,NA,NA,2.616279,NA
Acacia pataczekii,TRUE,NA,NA,NA,NA,NA,NA
Acacia pellita,FALSE,NA,NA,NA,2--3,NA,NA
Acacia pendula,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia penninervis,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia penninervis var. longiracemosa,FALSE,NA,NA,NA,5--20,NA,NA
Acacia penninervis var. penninervis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia pentadenia,FALSE,TRUE,3.8333333333333335,NA,NA,NA,NA
Acacia perryi,FALSE,NA,NA,NA,2--3,NA,NA
Acacia petraea,FALSE,NA,NA,NA,5--20,NA,NA
Acacia peuce,FALSE,NA,NA,NA,10--,NA,NA
Acacia phasmoides,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia phlebophylla,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia pickardii,TRUE,NA,NA,NA,10--,NA,NA
Acacia pilligaensis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia platycarpa,TRUE,NA,NA,NA,4--5,NA,NA
Acacia plectocarpa,FALSE,TRUE,NA,NA,6--10,NA,NA
Acacia plectocarpa subsp. plectocarpa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia plectocarpa subsp. tanumbirinensis,FALSE,NA,NA,NA,6--10,NA,NA
Acacia podalyriifolia,FALSE,TRUE,NA,NA,NA,2.403101,NA
Acacia polybotrya,FALSE,NA,NA,NA,1--5,NA,NA
Acacia praelongata,TRUE,TRUE,NA,NA,6--10,NA,NA
Acacia praetermissa,TRUE,NA,NA,NA,4--5,NA,NA
Acacia prainii,TRUE,NA,NA,NA,10--,NA,NA
Acacia pravifolia,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia pravissima,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia preissiana,FALSE,NA,NA,NA,NA,NA,NA
Acacia producta,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia proiantha,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia prominens,FALSE,TRUE,NA,NA,NA,3,NA
Acacia provincialis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia pruinocarpa,TRUE,FALSE,NA,NA,10--,NA,NA
Acacia pruinosa,TRUE,TRUE,NA,NA,1--5,NA,NA
Acacia pubescens,TRUE,NA,NA,NA,NA,3,NA
Acacia pubifolia,FALSE,NA,NA,NA,NA,NA,NA
Acacia pulchella,FALSE,TRUE,2,NA,≤5>2,NA,NA
Acacia pulchella var. pulchella,FALSE,NA,1.83333333333333,NA,NA,NA,NA
Acacia purpureopetala,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia pycnantha,FALSE,TRUE,NA,NA,5--20,2,NA
Acacia pycnocephala,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia pycnostachya,TRUE,NA,NA,NA,NA,5,NA
Acacia quadrilateralis,TRUE,NA,NA,NA,NA,NA,NA
Acacia ramulosa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia ramulosa var. ramulosa,FALSE,TRUE,NA,NA,6--10,NA,NA
Acacia resinistipulea,NA,TRUE,NA,NA,NA,NA,NA
Acacia retinodes,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia retivenea subsp. retivenea,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia rhigiophylla,FALSE,NA,NA,NA,5--20,NA,NA
Acacia rhodophloia,FALSE,NA,NA,NA,4--5,NA,NA
Acacia richardsii,FALSE,NA,NA,NA,4--5,NA,NA
Acacia rigens,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia rigescens,TRUE,NA,NA,NA,4--5,NA,NA
Acacia rostellata,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia rostellifera,TRUE,NA,3,NA,NA,NA,NA
Acacia rostriformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia rubida,TRUE,TRUE,NA,NA,5--20,4,NA
Acacia rupicola,FALSE,NA,NA,NA,5--20,NA,NA
Acacia sabulosa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia saliciformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia salicina,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia saligna,TRUE,TRUE,3,NA,NA,NA,NA
Acacia scalpelliformis,FALSE,NA,2.5,NA,NA,NA,NA
Acacia schinoides,FALSE,TRUE,NA,NA,NA,2.984496,NA
Acacia scirpifolia,TRUE,NA,NA,NA,NA,NA,NA
Acacia sclerophylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia sclerophylla var. sclerophylla,TRUE,NA,NA,NA,5--20,NA,NA
Acacia scopulorum,FALSE,TRUE,NA,NA,6--10,NA,NA
Acacia seclusa,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia semitrullata,FALSE,NA,NA,NA,NA,NA,NA
Acacia sericoflora,FALSE,NA,NA,NA,6--10,NA,NA
Acacia sericophylla,TRUE,FALSE,NA,NA,6--10,NA,NA
Acacia serpentinicola,TRUE,NA,NA,NA,NA,NA,NA
Acacia sertiformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia sessilis,TRUE,NA,NA,NA,NA,NA,NA
Acacia shirleyi,TRUE,TRUE,NA,NA,10--,NA,NA
Acacia shuttleworthii,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia sibirica,FALSE,FALSE,NA,NA,4--5,NA,NA
Acacia siculiformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia silvestris,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia simsii,FALSE,NA,NA,NA,4--5,NA,NA
Acacia sp. Baroalba (K.G.Brennan 186),FALSE,NA,NA,NA,4--5,NA,NA
Acacia sp. El Sharana (N.B.Byrnes 1326),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Gerang Gerung (M.G.Corrick 6451),TRUE,NA,NA,NA,5--20,NA,NA
Acacia sp. Gove (N.B.Byrnes 2586),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Jim Jim Falls (M.Lazarides 9075),FALSE,NA,NA,NA,4--5,NA,NA
Acacia sp. Krichauff Range (A.Soos 241),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Mulga Holey Trunk (P.K.Latz 12458),TRUE,NA,NA,NA,NA,NA,NA
Acacia sp. New England (J.B.Williams 97011),TRUE,TRUE,NA,4,NA,4,4
Acacia sp. [Acacia -unidentified; Nicholson_2017],FALSE,NA,NA,NA,NA,NA,NA
Acacia sp. [Acacia ancistrophylla/sclerophylla; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia capitata; NSWFRD_2014],FALSE,NA,NA,NA,NA,NA,NA
Acacia sp. [Acacia halliana/microcarpa; White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia leiophylla/pycnantha; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia provincialis/retinodes; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia sp. [Clarke_2015],FALSE,TRUE,NA,NA,NA,NA,NA
Acacia spathulifolia,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia spectabilis,FALSE,NA,NA,NA,1--5,NA,NA
Acacia spectrum,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia sphacelata subsp. recurva,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia spilleriana,FALSE,NA,NA,NA,5--20,NA,NA
Acacia spinescens,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia spirorbis subsp. solandri,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia spondylophylla,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia sporadica,TRUE,FALSE,NA,NA,5--20,NA,NA
Acacia squamata,TRUE,NA,NA,NA,5--20,NA,NA
Acacia steedmanii subsp. borealis,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia stellaticeps,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia stenophylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia stenoptera,TRUE,TRUE,3,NA,NA,NA,NA
Acacia stictophylla,FALSE,NA,NA,NA,1--5,NA,NA
Acacia stipuligera,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia stipulosa,FALSE,NA,NA,NA,4--5,NA,NA
Acacia stricta,FALSE,TRUE,NA,NA,5--20,4,NA
Acacia strongylophylla,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia suaveolens,FALSE,TRUE,NA,NA,1--5,1.375969,NA
Acacia sublanata,TRUE,NA,NA,NA,NA,NA,NA
Acacia subporosa,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia subternata,FALSE,NA,NA,NA,2--3,NA,NA
Acacia subtilinervis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia subulata,FALSE,NA,NA,NA,5--20,NA,NA
Acacia tabula,TRUE,NA,NA,NA,5--20,NA,NA
Acacia tayloriana,TRUE,NA,NA,NA,NA,NA,NA
Acacia tenuissima,FALSE,FALSE,NA,NA,NA,NA,NA
Acacia teretifolia,FALSE,NA,NA,NA,NA,NA,NA
Acacia terminalis,FALSE,TRUE,NA,NA,1--5,1.763566,NA
Acacia terminalis subsp. Bright yellow flower (M.Tindale NSW248078),FALSE,NA,NA,NA,1--5,NA,NA
Acacia terminalis subsp. Glabrous form (M.Hancock 94),FALSE,NA,NA,NA,1--5,NA,NA
Acacia terminalis subsp. Long inflorescences (P.G.Kodela 307),FALSE,NA,NA,NA,1--5,NA,NA
Acacia tetragonocarpa,FALSE,NA,NA,NA,NA,NA,NA
Acacia tetragonophylla,TRUE,FALSE,7,NA,4--5,NA,NA
Acacia thomsonii,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia tolmerensis,TRUE,TRUE,NA,NA,2--3,NA,NA
Acacia torringtonensis,FALSE,TRUE,NA,NA,NA,4,NA
Acacia torulosa,TRUE,TRUE,NA,NA,6--10,NA,NA
Acacia translucens,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia trigonophylla,FALSE,NA,NA,NA,NA,NA,NA
Acacia trinervata,FALSE,NA,NA,NA,NA,NA,NA
Acacia trineura,FALSE,NA,NA,NA,5--20,NA,NA
Acacia triptera,FALSE,TRUE,NA,NA,5--20,8,NA
Acacia tropica,FALSE,NA,NA,NA,4--5,NA,NA
Acacia trudgeniana,TRUE,NA,NA,NA,NA,NA,NA
Acacia truncata,TRUE,NA,5,NA,NA,NA,NA
Acacia tuberculata,TRUE,NA,NA,NA,NA,NA,NA
Acacia tumida,TRUE,NA,NA,NA,4--5,NA,NA
Acacia ulicifolia,FALSE,TRUE,NA,NA,1--5,1.29845,NA
Acacia umbellata,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia uncifolia,TRUE,NA,NA,NA,5--20,NA,NA
Acacia uncinata,FALSE,NA,NA,NA,5--20,NA,NA
Acacia uncinella,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia undoolyana,TRUE,NA,NA,NA,10--,NA,NA
Acacia unifissilis,FALSE,NA,NA,NA,NA,NA,NA
Acacia urophylla,TRUE,TRUE,2,NA,NA,NA,NA
Acacia validinervia,TRUE,TRUE,NA,NA,2--3,NA,NA
Acacia varia,TRUE,NA,NA,NA,NA,NA,NA
Acacia varia var. varia,TRUE,NA,NA,NA,NA,NA,NA
Acacia venulosa,FALSE,TRUE,NA,NA,1--5,5,NA
Acacia verniciflua,FALSE,TRUE,NA,NA,1--5,3,NA
Acacia verriculum,NA,TRUE,NA,NA,NA,NA,NA
Acacia verticillata,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia verticillata subsp. cephalantha,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. ovoidea,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. ruscifolia,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. verticillata,TRUE,NA,NA,NA,5--20,2,NA
Acacia vestita,FALSE,NA,NA,NA,5--20,NA,NA
Acacia victoriae,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia victoriae subsp. arida,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia victoriae subsp. victoriae,TRUE,NA,NA,NA,4--5,NA,NA
Acacia viscidula,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia viscifolia,NA,TRUE,NA,NA,NA,NA,NA
Acacia wattsiana,TRUE,NA,NA,NA,5--20,NA,NA
Acacia wickhamii,FALSE,NA,NA,NA,2--3,NA,NA
Acacia wickhamii subsp. wickhamii,FALSE,NA,NA,NA,2--3,NA,NA
Acacia wilhelmiana,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia willdenowiana,TRUE,TRUE,3,NA,NA,NA,NA
Acacia williamsiana,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia williamsonii,TRUE,NA,NA,NA,5--20,NA,NA
Acacia wiseana,TRUE,NA,NA,NA,NA,NA,NA
Acacia wollarensis,NA,TRUE,NA,NA,NA,NA,NA
Acacia x [Acacia baileyana x dealbata subsp. dealbata; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia fimbriata x pravissima; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia irrorata X parvipinnula; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia melvillei X homalophylla; White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Acacia xiphophylla,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia yirrkallensis,TRUE,NA,NA,NA,4--5,NA,NA
Acaena X anserovina,TRUE,NA,NA,NA,1--5,NA,NA
Acaena echinata,TRUE,FALSE,NA,1,1--5,1,NA
Acaena montana,FALSE,NA,NA,NA,NA,NA,NA
Acaena novae-zelandiae,TRUE,TRUE,NA,NA,1--5,1,NA
Acaena pallida,FALSE,NA,NA,NA,NA,NA,NA
"Acaena sp. Thredbo River Gorge (L.A.S.Johnson & E.F.Constable s.n., 19 Jan 1951)",TRUE,NA,NA,NA,1--5,NA,NA
Acaena sp. [Acaena agnipila/ovina complex; White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Acaena sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Acaena x anserovina,TRUE,NA,NA,NA,1--5,NA,NA
Acaena x ovina,TRUE,TRUE,NA,NA,1--5,1,NA
Acalypha nemorum,FALSE,NA,NA,NA,NA,1,NA
Acanthocarpus canaliculatus,TRUE,NA,NA,NA,NA,NA,NA
Acanthocarpus preissii,TRUE,NA,NA,NA,NA,NA,NA
Acanthocarpus sp. Ajana (C.A.Gardner 8596),TRUE,NA,NA,NA,NA,NA,NA
Acanthospermum hispidum,FALSE,NA,NA,NA,NA,NA,NA
Acer negundo,TRUE,NA,NA,NA,NA,NA,NA
Achyranthes aspera,FALSE,NA,NA,NA,0--1,NA,NA
Acianthus caudatus,TRUE,FALSE,NA,1,1--5,1,0.5426356589147283
Acianthus collinus,TRUE,NA,NA,NA,1--5,NA,NA
Acianthus exsertus,TRUE,FALSE,NA,NA,1--5,NA,NA
Acianthus fornicatus,TRUE,NA,NA,0.75,1--5,0.75,0.4457364341085275
Acianthus pusillus,TRUE,FALSE,NA,1,1--5,1,0.310077519379845
Acianthus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Acidonia microcarpa,FALSE,NA,1,NA,NA,NA,NA
Aciphylla glacialis,TRUE,TRUE,NA,NA,1--5,1,NA
Aciphylla simplicifolia,TRUE,TRUE,NA,1,1--5,1,NA
Aciphylla sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Ackama paniculosa,TRUE,TRUE,NA,NA,NA,NA,NA
Acmena smithii Rheophytic race,NA,NA,NA,NA,5--20,NA,NA
Acmena smithii Small-leaved race,NA,NA,NA,NA,5--20,NA,NA
Acmena smithii Type form,NA,NA,NA,NA,5--20,NA,NA
Acradenia euodiiformis,TRUE,FALSE,NA,NA,NA,NA,NA
Acradenia frankliniae,TRUE,FALSE,NA,NA,NA,NA,NA
Acronychia imperforata,TRUE,NA,NA,NA,NA,NA,NA
Acronychia laevis,TRUE,TRUE,NA,NA,NA,NA,NA
Acronychia oblongifolia,TRUE,FALSE,NA,NA,5--20,NA,NA
Acronychia pubescens,TRUE,FALSE,NA,NA,NA,NA,NA
Acronychia sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Acronychia vestita,TRUE,NA,NA,NA,5--10,NA,NA
Acrophyllum australe,TRUE,NA,NA,NA,NA,2,NA
Acrostichum aureum,TRUE,NA,NA,NA,NA,NA,NA
Acrostichum speciosum,TRUE,NA,NA,NA,NA,NA,NA
Acrothamnus hookeri,TRUE,FALSE,NA,NA,1--5,NA,NA
Acrothamnus maccraei,FALSE,NA,NA,NA,1--5,NA,NA
Acrothamnus montanus,TRUE,FALSE,NA,NA,1--5,5,NA
Acrothamnus sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche affinis,TRUE,NA,NA,NA,1--5,NA,NA
Acrotriche aggregata,TRUE,TRUE,NA,NA,1--5,NA,NA
Acrotriche cordata,TRUE,NA,NA,NA,1--5,NA,NA
Acrotriche depressa,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche divaricata,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche fasciculiflora,NA,NA,NA,NA,1--5,NA,NA
Acrotriche leucocarpa,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche patula,NA,NA,NA,NA,1--5,NA,NA
Acrotriche prostrata,TRUE,TRUE,NA,NA,1--5,NA,NA
Acrotriche rigida,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche serrulata,TRUE,TRUE,NA,2,1--5,2,NA
Acrotriche sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Actephila mooreana,TRUE,NA,NA,NA,NA,3,NA
Actephila venusta,TRUE,NA,NA,NA,10--,NA,NA
Actinobole sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Actinobole uliginosum,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinodium cunninghamii,TRUE,NA,NA,NA,NA,NA,NA
Actinoschoenus sp. sandstone (P.K.Latz 7686),TRUE,NA,NA,NA,NA,NA,NA
Actinostachys digitata,FALSE,NA,NA,NA,NA,NA,NA
Actinotus bellidioides,FALSE,NA,NA,NA,1--5,NA,NA
Actinotus forsythii,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinotus gibbonsii,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinotus glomeratus,FALSE,NA,NA,NA,NA,NA,NA
Actinotus helianthi,FALSE,NA,NA,NA,NA,0.7945736,NA
Actinotus leucocephalus,FALSE,NA,1,NA,NA,NA,NA
Actinotus minor,TRUE,NA,NA,1,NA,0.8139535,NA
Actinotus omnifertilis,FALSE,NA,1,NA,NA,NA,NA
Actinotus sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Actites megalocarpus,TRUE,NA,NA,NA,0--1,NA,NA
Actites sp. [White_2020],TRUE,NA,NA,NA,0--1,NA,NA
Acunniana procumbens,TRUE,TRUE,NA,NA,NA,NA,NA
Adansonia gregorii,TRUE,TRUE,NA,NA,10--,NA,NA
Adenanthera pavonina,TRUE,TRUE,NA,NA,6--10,NA,NA
Adenanthos barbiger,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos cuneatus,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos cygnorum,FALSE,TRUE,2,NA,NA,NA,NA
Adenanthos cygnorum subsp. cygnorum,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos drummondii,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos eygnorum,FALSE,TRUE,NA,NA,NA,NA,NA
Adenanthos flavidiflorus,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos forrestii,TRUE,NA,NA,NA,5--20,NA,NA
Adenanthos glabrescens subsp. glabrescens,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos meisneri,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos obovatus,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos sp. [White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Adenanthos terminalis,TRUE,TRUE,NA,NA,5--20,NA,NA
Adenanthos velutinus,TRUE,NA,NA,NA,NA,NA,NA
Adenia heterophylla,TRUE,NA,NA,NA,NA,NA,NA
Adenia heterophylla subsp. australis,TRUE,NA,NA,NA,NA,NA,NA
Adenostemma lavenia,FALSE,NA,NA,NA,NA,NA,NA
Adiantum aethiopicum,TRUE,NA,NA,NA,1--5,1,0.6
Adiantum atroviride,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum capillus-veneris,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum diaphanum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum formosum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum,TRUE,NA,NA,NA,1--5,NA,0.7945736434108525
Adiantum hispidulum var. hispidulum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. hypoglaucum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. pubescens,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. whitei,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum philippense,FALSE,NA,NA,NA,NA,NA,NA
Adiantum sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Adriana quadripartita,FALSE,TRUE,NA,NA,1--5,NA,NA
Adriana quadripartita (glabrous form),FALSE,NA,NA,NA,1--5,NA,NA
Adriana sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Adriana tomentosa,TRUE,NA,NA,NA,1--5,NA,NA
Adriana tomentosa var. hookeri,TRUE,TRUE,NA,NA,4--5,NA,NA
Adriana tomentosa var. tomentosa,FALSE,FALSE,NA,NA,4--5,NA,NA
Aegiceras corniculatum,TRUE,NA,NA,NA,5--20,NA,NA
Aegiceras sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Aenictophyton anomalum,TRUE,NA,NA,NA,1--5,NA,NA
Aenictophyton reconditum,TRUE,NA,NA,NA,2--3,NA,NA
Aeschynomene aspera,FALSE,NA,NA,NA,1,NA,NA
Aeschynomene indica,FALSE,NA,NA,NA,1,NA,NA
Afrohybanthus aurantiacus,TRUE,NA,NA,NA,1,NA,NA
Afrohybanthus enneaspermus,TRUE,TRUE,NA,NA,1,NA,NA
Agastachys odorata,TRUE,FALSE,NA,NA,NA,NA,NA
Agave americana,TRUE,NA,NA,NA,NA,NA,0.3682170542635658
Ageratina adenophora,TRUE,NA,NA,NA,NA,NA,0.7364341085271316
Ageratina riparia,TRUE,NA,NA,NA,NA,NA,0.6589147286821708
Ageratum conyzoides,FALSE,NA,NA,NA,NA,NA,NA
Ageratum conyzoides subsp. conyzoides,FALSE,NA,NA,NA,NA,NA,NA
Ageratum houstonianum,FALSE,NA,NA,NA,NA,0.7364341,NA
Agiortia cicatricata,FALSE,NA,NA,NA,NA,NA,NA
Agiortia pedicellata,TRUE,NA,NA,NA,NA,NA,NA
Aglaia brownii,TRUE,NA,NA,NA,6--10,NA,NA
Aglaia ferruginea,NA,NA,NA,NA,10--20,NA,NA
Aglaia sapindina,TRUE,NA,NA,NA,6--10,NA,NA
Agonis flexuosa,TRUE,NA,NA,NA,NA,NA,NA
Agonis theiformis,TRUE,TRUE,NA,NA,NA,NA,NA
Agrostis australiensis,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis bettyae,TRUE,NA,NA,NA,0--1,NA,NA
Agrostis capillaris,TRUE,TRUE,NA,NA,NA,NA,NA
Agrostis diemenica,TRUE,NA,NA,NA,NA,NA,NA
Agrostis joyceae,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis muelleriana,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis parviflora,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis propinqua,TRUE,NA,NA,NA,0--1,NA,NA
Agrostis sp. [Agrostis sp. agg. aff. hiemalis; Cheal_2017],TRUE,TRUE,NA,NA,NA,NA,NA
Agrostis thompsoniae,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis venusta,TRUE,TRUE,NA,NA,0--1,NA,NA
Agrostocrinum scabrum,TRUE,NA,1.83333333333333,NA,NA,NA,NA
Aidia racemosa,TRUE,NA,NA,NA,6--10,NA,NA
Ailanthus altissima,TRUE,TRUE,NA,NA,NA,NA,NA
Ailanthus integrifolia subsp. integrifolia,TRUE,NA,NA,NA,NA,NA,NA
Aira caryophyllea,FALSE,TRUE,1,NA,NA,NA,NA
Aira cupaniana,FALSE,TRUE,NA,NA,NA,1,NA
Aira elegantissima,FALSE,TRUE,NA,NA,NA,NA,NA
Aira praecox,FALSE,TRUE,NA,NA,NA,NA,NA
Aizoaceae sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Aizoon pubescens,FALSE,NA,NA,NA,NA,NA,NA
Ajuga australis,TRUE,TRUE,NA,NA,1--5,1,NA
Ajuga grandiflora,TRUE,NA,NA,NA,1--5,NA,NA
Ajuga sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Akania bidwillii,TRUE,FALSE,NA,NA,NA,NA,NA
Alangium villosum subsp. polyosmoides,NA,NA,NA,NA,10--20,NA,NA
Albizia canescens,TRUE,NA,NA,NA,6--10,NA,NA
Albizia lebbeck,TRUE,TRUE,NA,NA,6--10,NA,NA
Albizia procera,TRUE,NA,NA,NA,6--10,NA,NA
Alchemilla sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Alchemilla xanthochlora,TRUE,FALSE,NA,NA,1--5,NA,NA
Alchornea ilicifolia,TRUE,NA,NA,NA,NA,3,NA
Alectryon connatus,TRUE,FALSE,NA,NA,NA,NA,NA
Alectryon coriaceus,TRUE,NA,NA,NA,NA,NA,NA
Alectryon diversifolius,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon kimberleyanus,TRUE,NA,NA,NA,10--,NA,NA
Alectryon oleifolius,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon oleifolius subsp. canescens,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon oleifolius subsp. elongatus,TRUE,FALSE,NA,NA,10--,NA,NA
Alectryon oleifolius subsp. oleifolius,FALSE,NA,NA,NA,5--20,NA,NA
Alectryon sp. [White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Alectryon subcinereus,TRUE,FALSE,NA,NA,5--20,5,NA
Alectryon subdentatus,TRUE,FALSE,NA,NA,NA,NA,NA
Alectryon subdentatus f. subdentatus,FALSE,NA,NA,NA,5--20,NA,NA
Alectryon tropicus,TRUE,NA,NA,NA,10--,NA,NA
Aleurites rockinghamensis,TRUE,NA,NA,NA,5--10,NA,NA
Alexfloydia repens,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea ganopoda,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea nitens,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea subterranea,TRUE,TRUE,NA,NA,NA,NA,NA
Alisma plantago-aquatica,TRUE,NA,NA,NA,1--5,NA,NA
Alisma sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Alkekengi officinarum,FALSE,TRUE,NA,NA,NA,NA,NA
