taxon_name,fire_intensity,fire_severity,fire_season,trait_name,value,aligned_name,source
Banksia ornata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia ornata,APC list (accepted)
Banksia ornata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia ornata,APC list (accepted)
Banksia petiolaris,NA,NA,NA,fire_response,fire_killed,Banksia petiolaris,APC list (accepted)
Banksia petiolaris,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia petiolaris,APC list (accepted)
Banksia pilostylis,NA,NA,NA,fire_response,fire_killed,Banksia pilostylis,APC list (accepted)
Banksia pilostylis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia pilostylis,APC list (accepted)
Banksia plagiocarpa,NA,NA,NA,fire_response,resprouts,Banksia plagiocarpa,APC list (accepted)
Banksia praemorsa,NA,NA,NA,fire_response,fire_killed,Banksia praemorsa,APC list (accepted)
Banksia praemorsa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia praemorsa,APC list (accepted)
Banksia prionotes,NA,NA,NA,fire_response,fire_killed,Banksia prionotes,APC list (accepted)
Banksia prionotes,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia prionotes,APC list (accepted)
Banksia pulchella,NA,NA,NA,fire_response,fire_killed,Banksia pulchella,APC list (accepted)
Banksia pulchella,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia pulchella,APC list (accepted)
Banksia repens,NA,NA,NA,fire_response,resprouts,Banksia repens,APC list (accepted)
Banksia robur,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia robur,APC list (accepted)
Banksia saxicola,NA,NA,NA,fire_response,fire_killed,Banksia saxicola,APC list (accepted)
Banksia saxicola,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia saxicola,APC list (accepted)
Banksia scabrella,NA,NA,NA,fire_response,fire_killed,Banksia scabrella,APC list (accepted)
Banksia scabrella,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia scabrella,APC list (accepted)
Banksia sceptrum,NA,NA,NA,fire_response,fire_killed,Banksia sceptrum,APC list (accepted)
Banksia sceptrum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia sceptrum,APC list (accepted)
Banksia seminuda,NA,NA,NA,fire_response,fire_killed,Banksia seminuda,APC list (accepted)
Banksia seminuda,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia seminuda,APC list (accepted)
Banksia serrata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia serrata,APC list (accepted)
Banksia serrata,NA,NA,NA,fire_response,resprouts,Banksia serrata,APC list (accepted)
Banksia serrata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia serrata,APC list (accepted)
Banksia solandri,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia solandri,APC list (accepted)
Banksia speciosa,NA,NA,NA,fire_response,fire_killed,Banksia speciosa,APC list (accepted)
Banksia speciosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia speciosa,APC list (accepted)
Banksia sphaerocarpa,NA,NA,NA,fire_response,resprouts,Banksia sphaerocarpa,APC list (accepted)
Banksia sphaerocarpa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia sphaerocarpa,APC list (accepted)
Banksia spinulosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia spinulosa,APC list (accepted)
Banksia spinulosa var. cunninghamii,NA,NA,NA,fire_response,fire_killed,Banksia spinulosa var. cunninghamii,APC list (accepted)
Banksia spinulosa var. cunninghamii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia spinulosa var. cunninghamii,APC list (accepted)
Banksia telmatiaea,NA,NA,NA,fire_response,fire_killed,Banksia telmatiaea,APC list (accepted)
Banksia telmatiaea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia telmatiaea,APC list (accepted)
Banksia tricuspis,NA,NA,NA,fire_response,resprouts,Banksia tricuspis,APC list (accepted)
Banksia tricuspis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia tricuspis,APC list (accepted)
Banksia verticillata,NA,NA,NA,fire_response,fire_killed,Banksia verticillata,APC list (accepted)
Banksia verticillata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia verticillata,APC list (accepted)
Banksia victoriae,NA,NA,NA,fire_response,fire_killed,Banksia victoriae,APC list (accepted)
Banksia victoriae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia victoriae,APC list (accepted)
Banksia vincentia,NA,NA,NA,fire_response,resprouts,Banksia vincentia,APC list (accepted)
Banksia violacea,NA,NA,NA,fire_response,fire_killed,Banksia violacea,APC list (accepted)
Banksia violacea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Banksia violacea,APC list (accepted)
Barbarea grayi,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Barbarea grayi,APC list (accepted)
Bauhinia cunninghamii,NA,NA,NA,fire_response,resprouts,Bauhinia cunninghamii,APC list (accepted)
Bauhinia malabarica,NA,NA,NA,fire_response,resprouts,Bauhinia malabarica,APC list (accepted)
Baxteria australis,NA,NA,NA,fire_response,resprouts,Baxteria australis,APC list (accepted)
Blumea integrifolia,NA,NA,dry,fire_response,resprouts,Blumea integrifolia,APC list (accepted)
Blumea pungens,NA,NA,NA,fire_response,fire_killed,Blumea pungens,APC list (accepted)
Boronia quadrilata,NA,NA,NA,fire_response,resprouts,Boronia quadrilata,APC list (accepted)
Borya mirabilis,NA,NA,NA,fire_response,fire_killed,Borya mirabilis,APC list (accepted)
Brachychiton populneus,NA,NA,NA,fire_response,resprouts,Brachychiton populneus,APC list (accepted)
Brachypodium distachyon,NA,NA,NA,fire_response,fire_killed,Brachypodium distachyon,APC list (accepted)
Briza maxima,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Briza maxima,APC list (accepted)
Briza minor,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Briza minor,APC list (accepted)
Bromus diandrus,NA,NA,NA,fire_response,unknown,Bromus diandrus,APC list (accepted)
Bromus hordeaceus,NA,NA,NA,fire_response,fire_killed,Bromus hordeaceus,APC list (accepted)
Bromus hordeaceus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Bromus hordeaceus,APC list (accepted)
Bromus madritensis,NA,NA,NA,fire_response,fire_killed,Bromus madritensis,APC list (accepted)
Bromus madritensis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Bromus madritensis,APC list (accepted)
Bromus rubens,NA,NA,NA,fire_response,fire_killed,Bromus rubens,APC list (accepted)
Bromus rubens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Bromus rubens,APC list (accepted)
Buddleja madagascariensis,NA,NA,NA,fire_response,resprouts,Buddleja madagascariensis,APC list (accepted)
Burnettia cuneata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Burnettia cuneata,APNI names
Bursaria,NA,NA,NA,fire_response,resprouts,Bursaria,APNI names
Bursaria,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Bursaria,APNI names
Caladenia denticulata subsp. albicans,NA,high,NA,fire_response,fire_killed,Caladenia denticulata subsp. albicans,APNI names
Calandrinia corrigioloides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calandrinia corrigioloides,APC list (accepted)
Calandrinia eremaea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calandrinia eremaea,APC list (accepted)
Calectasia browneana,NA,NA,NA,fire_response,fire_killed,Calectasia browneana,APC list (accepted)
Calectasia elegans,NA,NA,NA,fire_response,fire_killed,Calectasia elegans,APC list (accepted)
Calectasia gracilis,NA,NA,NA,fire_response,fire_killed,Calectasia gracilis,APC list (accepted)
Calectasia gracilis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calectasia gracilis,APC list (accepted)
Calectasia hispida,NA,NA,NA,fire_response,resprouts,Calectasia hispida,APC list (accepted)
Calectasia keigheryi,NA,NA,NA,fire_response,resprouts,Calectasia keigheryi,APC list (accepted)
Calectasia narragara,NA,NA,NA,fire_response,resprouts,Calectasia narragara,APC list (accepted)
Calectasia palustris,NA,NA,NA,fire_response,fire_killed,Calectasia palustris,APC list (accepted)
Callitris columellaris,NA,NA,NA,fire_response,fire_killed,Callitris columellaris,APC list (accepted)
Callitris columellaris,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Callitris columellaris,APC list (accepted)
Callitris glaucophylla,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Callitris glaucophylla,APC list (accepted)
Calomeria amaranthoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calomeria amaranthoides,APC list (accepted)
Calorophus,NA,NA,NA,fire_response,resprouts,Calorophus,APNI names
Calorophus elongatus,NA,NA,NA,fire_response,resprouts,Calorophus elongatus,APC list (accepted)
Calorophus erostris,NA,NA,NA,fire_response,resprouts,Calorophus erostris,APC list (accepted)
Calotis cymbacantha,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calotis cymbacantha,APC list (accepted)
Calotis erinacea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Calotis erinacea,APC list (accepted)
Canarium australianum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Canarium australianum,APC list (accepted)
Carex divisa,NA,NA,NA,fire_response,resprouts,Carex divisa,APC list (accepted)
Cassinia aculeata subsp. aculeata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cassinia aculeata subsp. aculeata,APC list (accepted)
Cassinia longifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cassinia longifolia,APC list (accepted)
Cassinia sifton,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cassinia sifton,APNI names
Cassytha pubescens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cassytha pubescens,APC list (accepted)
Casuarina cunninghamiana,NA,NA,NA,fire_response,fire_killed resprouts,Casuarina cunninghamiana,APC list (accepted)
Catacolea enodis,NA,NA,NA,fire_response,fire_killed,Catacolea enodis,APC list (accepted)
Catacolea enodis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Catacolea enodis,APC list (accepted)
Celosia argentea,NA,NA,NA,fire_response,resprouts,Celosia argentea,APC list (accepted)
Cenchrus ciliaris,NA,NA,NA,fire_response,fire_killed,Cenchrus ciliaris,APC list (accepted)
Cenchrus ciliaris,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cenchrus ciliaris,APC list (accepted)
Cenchrus echinatus,NA,NA,NA,fire_response,fire_killed,Cenchrus echinatus,APC list (accepted)
Cenchrus echinatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cenchrus echinatus,APC list (accepted)
Ceratogyne obionoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ceratogyne obionoides,APC list (accepted)
Chaetanthus,NA,NA,NA,fire_response,fire_killed,Chaetanthus,APNI names
Chaetanthus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chaetanthus,APNI names
Chaetanthus aristatus,NA,NA,NA,fire_response,fire_killed,Chaetanthus aristatus,APC list (accepted)
Chaetanthus aristatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chaetanthus aristatus,APC list (accepted)
Chaetanthus leptocarpoides,NA,NA,NA,fire_response,fire_killed,Chaetanthus leptocarpoides,APC list (accepted)
Chaetanthus leptocarpoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chaetanthus leptocarpoides,APC list (accepted)
Chaetanthus tenellus,NA,NA,NA,fire_response,fire_killed,Chaetanthus tenellus,APC list (accepted)
Chaetanthus tenellus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chaetanthus tenellus,APC list (accepted)
Chamaecytisus palmensis,NA,NA,NA,fire_response,fire_killed resprouts,Chamaecytisus palmensis,APC list (accepted)
Chamaecytisus palmensis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chamaecytisus palmensis,APC list (accepted)
Chamelaucium uncinatum,NA,NA,NA,fire_response,resprouts,Chamelaucium uncinatum,APC list (accepted)
Chamelaucium uncinatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chamelaucium uncinatum,APC list (accepted)
Chasmanthe floribunda,NA,NA,NA,fire_response,resprouts,Chasmanthe floribunda,APC list (accepted)
Cheiranthera volubilis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cheiranthera volubilis,APC list (accepted)
Chenopodium erosum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chenopodium erosum,APC list (accepted)
Chordifex abortivus,NA,NA,NA,fire_response,fire_killed,Chordifex abortivus,APC list (accepted)
Chordifex abortivus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex abortivus,APC list (accepted)
Chordifex amblycoleus,NA,NA,NA,fire_response,fire_killed,Chordifex amblycoleus,APC list (accepted)
Chordifex amblycoleus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex amblycoleus,APC list (accepted)
Chordifex capillaceus,NA,NA,NA,fire_response,fire_killed,Chordifex capillaceus,APC list (accepted)
Chordifex chaunocoleus,NA,NA,NA,fire_response,fire_killed,Chordifex chaunocoleus,APC list (accepted)
Chordifex chaunocoleus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex chaunocoleus,APC list (accepted)
Chordifex crispatus,NA,NA,NA,fire_response,fire_killed,Chordifex crispatus,APC list (accepted)
Chordifex dimorphus,NA,NA,NA,fire_response,fire_killed,Chordifex dimorphus,APC list (accepted)
Chordifex dimorphus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex dimorphus,APC list (accepted)
Chordifex fastigiatus,NA,NA,NA,fire_response,fire_killed,Chordifex fastigiatus,APC list (accepted)
Chordifex fastigiatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex fastigiatus,APC list (accepted)
Chordifex gracilior,NA,NA,NA,fire_response,fire_killed,Chordifex gracilior,APC list (accepted)
Chordifex gracilior,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex gracilior,APC list (accepted)
Chordifex hookeri,NA,NA,NA,fire_response,resprouts,Chordifex hookeri,APC list (accepted)
Chordifex isomorphus,NA,NA,NA,fire_response,fire_killed,Chordifex isomorphus,APC list (accepted)
Chordifex isomorphus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex isomorphus,APC list (accepted)
Chordifex jacksonii,NA,NA,NA,fire_response,fire_killed,Chordifex jacksonii,APC list (accepted)
Chordifex laxus,NA,NA,NA,fire_response,resprouts,Chordifex laxus,APC list (accepted)
Chordifex leucoblepharus,NA,NA,NA,fire_response,resprouts,Chordifex leucoblepharus,APC list (accepted)
Chordifex microcodon,NA,NA,NA,fire_response,fire_killed,Chordifex microcodon,APC list (accepted)
Chordifex microcodon,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex microcodon,APC list (accepted)
Chordifex monocephalus,NA,NA,NA,fire_response,resprouts,Chordifex monocephalus,APC list (accepted)
Chordifex ornatus,NA,NA,NA,fire_response,fire_killed,Chordifex ornatus,APC list (accepted)
Chordifex ornatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex ornatus,APC list (accepted)
Chordifex reseminans,NA,NA,NA,fire_response,fire_killed,Chordifex reseminans,APC list (accepted)
Chordifex reseminans,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex reseminans,APC list (accepted)
Chordifex sinuosus,NA,NA,NA,fire_response,resprouts,Chordifex sinuosus,APC list (accepted)
Chordifex sphacelatus,NA,NA,NA,fire_response,resprouts,Chordifex sphacelatus,APC list (accepted)
Chordifex stenandrus,NA,NA,NA,fire_response,fire_killed,Chordifex stenandrus,APC list (accepted)
Chordifex stenandrus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Chordifex stenandrus,APC list (accepted)
Chrysanthemoides monilifera,high,NA,NA,fire_response,fire_killed,Chrysanthemoides monilifera,APC list (accepted)
Chrysanthemoides monilifera,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Chrysanthemoides monilifera,APC list (accepted)
Chrysanthemoides monilifera,low_to_moderate,NA,NA,fire_response,resprouts,Chrysanthemoides monilifera,APC list (accepted)
Cirsium vulgare,NA,NA,NA,fire_response,resprouts,Cirsium vulgare,APC list (accepted)
Cirsium vulgare,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cirsium vulgare,APC list (accepted)
Citrullus amarus,NA,NA,NA,fire_response,fire_killed,Citrullus lanatus,APC list (known names)
Codonocarpus cotinifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Codonocarpus cotinifolius,APC list (accepted)
Codonocarpus cotinifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Codonocarpus cotinifolius,APC list (accepted)
Codonocarpus cotinifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Codonocarpus cotinifolius,APC list (accepted)
Coleocarya,NA,NA,NA,fire_response,resprouts,Coleocarya,APNI names
Coleocarya gracilis,NA,NA,NA,fire_response,resprouts,Coleocarya gracilis,APC list (accepted)
Colocasia esculenta,NA,NA,NA,fire_response,resprouts,Colocasia esculenta,APC list (accepted)
Commersonia amystia,NA,NA,NA,fire_response,fire_killed,Commersonia amystia,APC list (accepted)
Commersonia amystia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia amystia,APC list (accepted)
Commersonia breviseta,NA,NA,NA,fire_response,fire_killed,Commersonia breviseta,APC list (accepted)
Commersonia breviseta,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia breviseta,APC list (accepted)
Commersonia breviseta,NA,NA,NA,fire_response,fire_killed,Commersonia breviseta,APC list (accepted)
Commersonia breviseta,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia breviseta,APC list (accepted)
Commersonia dasyphylla,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia dasyphylla,APC list (accepted)
Commersonia prostrata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia prostrata,APC list (accepted)
Commersonia salviifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Commersonia salviifolia,APC list (accepted)
Conospermum boreale,NA,NA,NA,fire_response,resprouts,Conospermum boreale,APC list (accepted)
Conospermum canaliculatum,NA,NA,NA,fire_response,resprouts,Conospermum canaliculatum,APC list (accepted)
Conostylis androstemma,NA,NA,NA,fire_response,resprouts,Conostylis androstemma,APC list (accepted)
Conostylis candicans,NA,NA,NA,fire_response,resprouts,Conostylis candicans,APC list (accepted)
Conostylis juncea,NA,NA,NA,fire_response,resprouts,Conostylis juncea,APC list (accepted)
Convolvulus crispifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Convolvulus crispifolius,APC list (accepted)
Erigeron bonariensis,NA,NA,NA,fire_response,resprouts,Conyza bonariensis,APC list (known names)
Erigeron sumatrensis,NA,NA,NA,fire_response,fire_killed,Conyza sumatrensis,APC list (known names)
Coronidium adenophorum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Coronidium adenophorum,APC list (accepted)
Coronidium elatum subsp. elatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Coronidium elatum subsp. elatum,APC list (accepted)
Cortaderia selloana,NA,NA,NA,fire_response,resprouts,Cortaderia selloana,APC list (accepted)
Corunastylis ciliata,NA,NA,NA,fire_response,fire_killed,Corunastylis ciliata,APNI names
Corymbia porrecta,NA,NA,NA,fire_response,resprouts,Corymbia porrecta,APC list (accepted)
Crocosmia x crocosmiiflora,NA,NA,NA,fire_response,resprouts,Crocosmia x crocosmiiflora,APC list (accepted)
Cryptandra triplex,NA,NA,NA,fire_response,resprouts,Cryptandra triplex,APC list (accepted)
Cyathea cooperi,NA,NA,NA,fire_response,resprouts,Cyathea cooperi,APC list (accepted)
Cycas armstrongii,NA,NA,NA,fire_response,resprouts,Cycas armstrongii,APC list (accepted)
Cynodon dactylon,NA,NA,NA,fire_response,resprouts,Cynodon dactylon,APC list (accepted)
Cynoglossum australe,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cynoglossum australe,APC list (accepted)
Cyphanthera albicans subsp. tomentosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera albicans subsp. tomentosa,APC list (accepted)
Cyphanthera albicans subsp. tomentosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera albicans subsp. tomentosa,APC list (accepted)
Cyphanthera microphylla,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera microphylla,APC list (accepted)
Cyphanthera myosotidea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera myosotidea,APC list (accepted)
Cyphanthera racemosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera racemosa,APC list (accepted)
Cypselocarpus haloragoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cypselocarpus haloragoides,APC list (accepted)
Cytogonidium,NA,NA,NA,fire_response,fire_killed,Cytogonidium,APNI names
Cytogonidium,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cytogonidium,APNI names
Cytogonidium leptocarpoides,NA,NA,NA,fire_response,fire_killed,Cytogonidium leptocarpoides,APC list (accepted)
Cytogonidium leptocarpoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cytogonidium leptocarpoides,APC list (accepted)
Dactylis glomerata,high,NA,NA,fire_response,fire_killed,Dactylis glomerata,APC list (accepted)
Dactylis glomerata,low_to_moderate,NA,NA,fire_response,resprouts,Dactylis glomerata,APC list (accepted)
Dampiera lanceolata var. lanceolata,NA,NA,NA,fire_response,resprouts,Dampiera lanceolata var. lanceolata,APC list (accepted)
Dampiera rosmarinifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dampiera rosmarinifolia,APC list (accepted)
Dapsilanthus elatior,NA,NA,NA,fire_response,resprouts,Dapsilanthus elatior,APC list (accepted)
Dapsilanthus ramosus,NA,NA,NA,fire_response,resprouts,Dapsilanthus ramosus,APC list (accepted)
Dapsilanthus spathaceus,NA,NA,NA,fire_response,resprouts,Dapsilanthus spathaceus,APC list (accepted)
Dasypogon hookeri,NA,NA,NA,fire_response,resprouts,Dasypogon hookeri,APC list (accepted)
Desmocladus asper,NA,NA,NA,fire_response,resprouts,Desmocladus asper,APC list (accepted)
Desmocladus austrinus,NA,NA,NA,fire_response,fire_killed,Desmocladus austrinus,APC list (accepted)
Desmocladus austrinus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus austrinus,APC list (accepted)
Desmocladus biformis,NA,NA,NA,fire_response,fire_killed,Desmocladus biformis,APC list (accepted)
Desmocladus biformis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus biformis,APC list (accepted)
Desmocladus castaneus,NA,NA,NA,fire_response,fire_killed,Desmocladus castaneus,APC list (accepted)
Desmocladus castaneus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus castaneus,APC list (accepted)
Desmocladus confertospicatus,NA,NA,NA,fire_response,fire_killed,Desmocladus confertospicatus,APC list (accepted)
Desmocladus confertospicatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus confertospicatus,APC list (accepted)
Desmocladus diacolpicus,NA,NA,NA,fire_response,fire_killed,Desmocladus diacolpicus,APC list (accepted)
Desmocladus elongatus,NA,NA,NA,fire_response,fire_killed,Desmocladus elongatus,APC list (accepted)
Desmocladus elongatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus elongatus,APC list (accepted)
Desmocladus eludens,NA,NA,NA,fire_response,fire_killed,Desmocladus eludens,APC list (accepted)
Desmocladus eludens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus eludens,APC list (accepted)
Desmocladus eyreanus,NA,NA,NA,fire_response,fire_killed,Desmocladus eyreanus,APC list (accepted)
Desmocladus eyreanus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus eyreanus,APC list (accepted)
Desmocladus fasciculatus,NA,NA,NA,fire_response,resprouts,Desmocladus fasciculatus,APC list (accepted)
Desmocladus ferruginipes,NA,NA,NA,fire_response,resprouts,Desmocladus ferruginipes,APC list (accepted)
Desmocladus flexuosus,NA,NA,NA,fire_response,resprouts,Desmocladus flexuosus,APC list (accepted)
Desmocladus glomeratus,NA,NA,NA,fire_response,fire_killed,Desmocladus glomeratus,APC list (accepted)
Desmocladus glomeratus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus glomeratus,APC list (accepted)
Desmocladus lateriflorus,NA,NA,NA,fire_response,resprouts,Desmocladus lateriflorus,APC list (accepted)
Desmocladus lateriticus,NA,NA,NA,fire_response,fire_killed,Desmocladus lateriticus,APC list (accepted)
Desmocladus lateriticus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus lateriticus,APC list (accepted)
Desmocladus laxiflorus,NA,NA,NA,fire_response,fire_killed,Desmocladus laxiflorus,APC list (accepted)
Desmocladus laxiflorus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus laxiflorus,APC list (accepted)
Desmocladus microcarpus,NA,NA,NA,fire_response,fire_killed,Desmocladus microcarpus,APC list (accepted)
Desmocladus microcarpus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus microcarpus,APC list (accepted)
Desmocladus myriocladus,NA,NA,NA,fire_response,fire_killed,Desmocladus myriocladus,APC list (accepted)
Desmocladus myriocladus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus myriocladus,APC list (accepted)
Desmocladus nodatus,NA,NA,NA,fire_response,fire_killed,Desmocladus nodatus,APC list (accepted)
Desmocladus nodatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus nodatus,APC list (accepted)
Desmocladus parthenicus,NA,NA,NA,fire_response,fire_killed,Desmocladus parthenicus,APC list (accepted)
Desmocladus parthenicus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus parthenicus,APC list (accepted)
Desmocladus quiricanus,NA,NA,NA,fire_response,fire_killed,Desmocladus quiricanus,APC list (accepted)
Desmocladus quiricanus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus quiricanus,APC list (accepted)
Desmocladus semiplanus,NA,NA,NA,fire_response,fire_killed,Desmocladus semiplanus,APC list (accepted)
Desmocladus semiplanus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus semiplanus,APC list (accepted)
Desmocladus virgatus,NA,NA,NA,fire_response,fire_killed,Desmocladus virgatus,APC list (accepted)
Desmocladus virgatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Desmocladus virgatus,APC list (accepted)
Desmodium heterocarpon,NA,NA,NA,fire_response,resprouts,Desmodium heterocarpon,APC list (accepted)
Dielsia,NA,NA,NA,fire_response,resprouts,Dielsia,APNI names
Dielsia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dielsia,APNI names
Dielsia stenostachya,NA,NA,NA,fire_response,resprouts,Dielsia stenostachya,APC list (accepted)
Dielsia stenostachya,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dielsia stenostachya,APC list (accepted)
Dipodium ensifolium,NA,NA,NA,fire_response,resprouts,Dipodium ensifolium,APNI names
Dipogon lignosus,NA,NA,NA,fire_response,fire_killed,Dipogon lignosus,APC list (accepted)
Dipogon lignosus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dipogon lignosus,APC list (accepted)
Dockrillia striolata subsp. striolata,high,NA,NA,fire_response,fire_killed resprouts,Dockrillia striolata subsp. striolata,APNI names
Dodonaea pinifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dodonaea pinifolia,APC list (accepted)
